Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2024-11-17 13:48 (-08),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-07 20:00 (-08),20,66,30%,89,13.41,1.11,26,96.00,,
2024-11-17 13:54 (-08),On Demand,Cody Rigsby,15,Cycling,Low Impact,15 min Low Impact Ride,2024-11-02 06:34 (-08),72,80,35%,79,14.17,3.54,93,102.00,,
2024-11-23 07:56 (-08),On Demand,Denis Morton,5,Cycling,Warm Up,5 min Warm Up Ride,2024-11-18 21:00 (-08),32,107,36%,91,16.53,1.37,43,,,
2024-11-23 08:02 (-08),On Demand,Bradley Rose,15,Cycling,Low Impact,15 min Low Impact Ride,2024-11-19 10:54 (-08),48,54,28%,85,12.29,3.07,64,,,
2024-11-24 08:51 (-08),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 20:00 (-08),31,105,35%,94,16.41,1.36,42,,,
2024-11-24 08:57 (-08),On Demand,Olivia Amato,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-11-17 04:54 (-08),214,119,43%,66,14.87,7.43,287,,,
2024-11-25 12:51 (PDT),On Demand,Katie Wang,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-11-24 21:00 (PDT),,,,,,,129,100.15,,
2024-11-26 05:44 (-08),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2024-11-25 21:00 (-08),22,72,31%,87,14.07,1.17,29,,,
2024-11-26 05:50 (-08),On Demand,Cody Rigsby,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2024-11-24 21:00 (-08),55,92,38%,75,15.24,2.54,74,,,
2024-12-01 13:39 (-08),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2024-11-11 21:00 (-08),64,106,37%,88,16.49,2.75,85,,,
2024-12-02 06:00 (PDT),On Demand,Jermaine Johnson,5,Strength,Core,5 min Core Strength,2024-11-29 05:14 (PDT),,,,,,,29,,,
2024-12-03 21:52 (PDT),On Demand,Hannah Corbin,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-12-03 21:00 (PDT),,,,,,,29,,,
2024-12-04 07:15 (PDT),On Demand,Rebecca Kennedy,20,Strength,Upper Body,20 min Upper Body Strength,2024-12-02 06:27 (PDT),,,,,,,138,104.60,,
2024-12-04 20:47 (PDT),On Demand,Kirra Michel,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-12-01 21:00 (PDT),,,,,,,29,,,
2024-12-05 06:50 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-02 21:00 (-08),24,79,31%,94,14.62,1.22,35,108.00,,
2024-12-05 06:56 (-08),On Demand,Ally Love,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-11-25 04:53 (-08),197,109,43%,66,14.90,7.45,264,88.22,,
2024-12-05 20:31 (PDT),On Demand,Rebecca Kennedy,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2024-11-28 21:00 (PDT),,,,,,,14,,,
2024-12-06 06:10 (PDT),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Upper Body Strength,2024-11-26 14:26 (PDT),,,,,,,162,111.38,,
2024-12-07 09:13 (PDT),On Demand,Hannah Frankson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-11-28 21:00 (PDT),,,,,,,28,102.76,,
2024-12-08 07:30 (-08),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-28 21:00 (-08),6,46,26%,85,11.17,0.38,8,84.00,,
2024-12-08 07:38 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Hips,2024-11-13 21:00 (PDT),,,,,,,30,74.42,,
2024-12-09 06:06 (PDT),On Demand,Logan Aldridge,20,Strength,Upper Body,20 min Upper Body Strength,2024-12-08 06:53 (PDT),,,,,,,154,110.11,,
2024-12-09 20:24 (PDT),On Demand,Selena Samuela,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2024-11-19 21:00 (PDT),,,,,,,15,76.53,,
2024-12-10 06:14 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-09 21:00 (-08),23,77,33%,86,14.42,1.20,32,103.00,,
2024-12-10 06:21 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-12-07 06:55 (-08),152,84,42%,52,11.90,5.95,294,127.00,,
2024-12-11 05:52 (PDT),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min Upper Body Strength,2024-12-10 21:00 (PDT),,,,,,,135,103.73,,
2024-12-11 20:06 (PDT),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Full Body,2024-04-16 07:00 (PDT),,,,,,,59,77.70,,
2024-12-12 06:39 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-09 21:00 (-08),25,84,35%,85,15.00,1.25,31,101.00,,
2024-12-12 06:44 (-08),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2024-12-08 10:54 (-08),96,80,38%,73,14.68,4.89,117,100.00,,
2024-12-13 06:19 (PDT),On Demand,Robin Arzon,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-12-12 08:54 (PDT),,,,,,,110,93.74,,
2024-12-14 07:55 (-08),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 20:00 (-08),31,102,34%,93,16.24,1.35,36,109.00,,
2024-12-14 08:02 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-12-06 03:24 (-08),210,117,42%,73,16.36,8.18,307,129.00,,
2024-12-14 08:34 (-08),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-12-10 21:00 (-08),,,,,,,14,,,
2024-12-15 16:31 (PDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Backstreet Boys Holiday Stretch,2024-12-11 21:00 (PDT),,,,,,,42,94.62,,
2024-12-16 06:43 (PDT),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Upper Body Strength,2024-12-15 03:54 (PDT),,,,,,,145,106.61,,
2024-12-18 20:23 (PDT),On Demand,Ally Love,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2024-12-17 21:00 (PDT),,,,,,,14,,,
2024-12-19 17:52 (PDT),On Demand,Andy Speer,10,Strength,Upper Body,10 min Chest & Back Strength,2024-12-17 21:00 (PDT),,,,,,,58,,,
2024-12-20 15:59 (PDT),On Demand,Joslyn Thompson Rule,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-12-18 21:00 (PDT),,,,,,,17,84.88,,
2024-12-21 08:22 (PDT),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-12-20 05:14 (PDT),,,,,,,58,,,
2024-12-21 13:29 (PDT),On Demand,Hannah Corbin,15,Stretching,Foam Rolling,15 min Foam Rolling: Full Body,2024-12-11 21:00 (PDT),,,,,,,43,,,
2024-12-22 07:54 (-08),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-16 21:00 (-08),26,88,32%,94,15.26,1.27,35,,,
2024-12-22 08:00 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-10-18 02:24 (-08),234,130,43%,75,17.24,8.62,313,,,
2024-12-23 06:46 (PDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2024-12-22 03:55 (PDT),,,,,,,58,,,
2024-12-23 14:45 (PDT),On Demand,Adrian Williams,15,Stretching,Full Body Stretch,15 min Full Body Stretch,2024-12-19 21:00 (PDT),,,,,,,43,68.32,,
2024-12-24 07:17 (PDT),On Demand,Ben Alldis,15,Strength,Core,15 min Core Strength,2024-12-22 04:15 (PDT),,,,,,,83,77.65,,
2024-12-24 14:33 (-08),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2024-11-04 21:00 (-08),24,80,35%,82,14.68,1.22,26,94.00,,
2024-12-24 14:40 (-08),On Demand,Hannah Corbin,45,Cycling,Music,45 min Pop Ride,2024-12-22 10:56 (-08),299,111,42%,75,16.50,12.37,334,111.00,,
2024-12-25 12:38 (PDT),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Holiday Upper Body Strength,2024-12-20 08:54 (PDT),,,,,,,172,,,
2024-12-26 07:08 (PDT),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Upper Body,2024-05-22 07:00 (PDT),,,,,,,30,78.30,,
2024-12-27 07:27 (PDT),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-12-21 06:54 (PDT),,,,,,,115,,,
2024-12-28 07:27 (PDT),On Demand,Ben Alldis,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-11-12 21:00 (PDT),,,,,,,29,,,
2024-12-29 08:04 (-08),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2024-11-04 21:00 (-08),24,79,35%,81,14.66,1.22,22,89.00,,
2024-12-29 08:10 (-08),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-10-05 09:55 (-08),191,106,38%,81,15.77,7.88,286,124.00,,
2024-12-30 20:38 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-12-15 21:00 (PDT),,,,,,,29,,,
2024-12-31 07:48 (PDT),On Demand,Ben Alldis,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2024-12-08 03:54 (PDT),,,,,,,86,,,
2025-01-01 07:03 (-08),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2022-05-03 10:00 (-08),26,86,32%,93,15.10,1.25,33,105.00,,
2025-01-01 07:08 (-08),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Top 50 Music Ride: #10-1,2024-12-29 21:00 (-08),243,135,44%,79,17.85,8.92,318,131.00,,
2025-01-01 07:40 (-08),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2024-12-31 21:00 (-08),24,79,35%,80,14.50,1.21,42,117.00,,
2025-01-01 07:46 (-08),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-12-31 21:00 (-08),,,,,,,14,,,
2025-01-02 06:17 (-08),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Chest & Back Strength,2024-12-20 04:54 (-08),,,,,,,57,,,
2025-01-03 06:57 (-08),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-16 21:00 (-08),22,75,31%,93,14.31,1.19,32,104.00,,
2025-01-03 07:03 (-08),On Demand,Ben Alldis,15,Cycling,Music,15 min Pop Ride,2024-12-17 04:55 (-08),134,114,40%,83,16.55,4.65,179,83.00,,
2025-01-04 06:18 (-08),On Demand,Katie Wang,20,Strength,Upper Body,20 min Pop Punk Arms & Shoulders,2025-01-03 06:25 (-08),,,,,,,114,,,
2025-01-05 06:59 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-09 21:00 (-08),31,102,38%,84,16.31,1.36,38,112.00,,
2025-01-05 07:05 (-08),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2025-01-04 01:24 (-08),152,127,43%,79,17.50,5.83,205,128.00,,
2025-01-05 07:30 (PDT),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-12-17 21:00 (PDT),,,,,,,14,,,
2025-01-06 06:13 (-08),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Chest & Back Strength,2024-12-05 06:24 (-08),,,,,,,114,,,
2025-01-06 20:56 (PDT),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-01-05 21:00 (PDT),,,,,,,29,,,
2025-01-07 07:25 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2022-05-05 07:00 (-08),30,99,32%,103,16.07,1.34,33,105.00,,
2025-01-07 07:31 (-08),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2025-01-05 05:55 (-08),282,157,47%,79,19.08,9.54,356,139.00,,
2025-01-07 08:04 (-08),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-11-28 21:00 (-08),,,,,,,14,,,
2025-01-08 06:28 (-08),On Demand,Rebecca Kennedy,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2025-01-07 08:57 (-08),,,,,,,114,,,
2025-01-09 07:02 (-08),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-02 20:00 (-08),35,117,38%,88,16.94,1.41,41,116.00,,
2025-01-09 07:08 (-08),On Demand,Denis Morton,15,Cycling,Groove,15 min Groove Ride,2024-12-17 21:00 (-08),107,119,40%,85,17.15,4.29,162,132.00,,
2025-01-10 06:30 (-08),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Chest & Back Strength,2024-12-05 06:24 (-08),,,,,,,114,,,
2025-01-11 07:18 (-08),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2022-05-24 22:00 (-08),73,121,38%,90,17.41,2.90,80,115.00,,
2025-01-11 07:29 (-08),On Demand,Bradley Rose,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-06-26 23:17 (-08),158,88,40%,67,13.44,6.72,260,118.00,,
2025-01-11 08:02 (-08),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-09 21:00 (-08),,,,,,,14,,,
2025-01-12 20:36 (PDT),On Demand,Matty Maggiacomo,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-12-10 21:00 (PDT),,,,,,,29,,,
2025-01-18 11:57 (PDT),On Demand,Joslyn Thompson Rule,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-01-09 21:00 (PDT),,,,,,,29,68.87,,
2025-01-19 09:50 (PDT),On Demand,Matt Wilpers,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-01-08 21:00 (PDT),,,,,,,15,76.47,,
2025-01-20 07:41 (-08),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-12-17 21:00 (-08),,,,,,,14,,,
2025-01-21 07:14 (-08),On Demand,Robin Arzon,5,Cycling,Warm Up,5 min Warm Up Ride,2025-01-20 21:00 (-08),24,80,34%,83,14.67,1.22,30,102.00,,
2025-01-21 07:19 (-08),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2025-01-12 10:55 (-08),87,73,35%,76,14.13,4.71,120,101.00,,
2025-01-21 07:41 (-08),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-07 21:00 (-08),,,,,,,14,,,
2025-01-22 05:46 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2025-01-13 03:25 (-08),,,,,,,57,,,
2025-01-23 05:28 (-08),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2025-01-13 21:00 (-08),38,128,43%,79,17.59,1.46,39,113.00,,
2025-01-23 05:34 (-08),On Demand,Jenn Sherman,15,Cycling,Low Impact,15 min Low Impact Ride,2025-01-21 07:05 (-08),77,86,36%,81,15.07,3.76,117,113.00,,
2025-01-23 05:50 (-08),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-21 21:00 (-08),,,,,,,14,,,
2025-01-23 20:21 (PDT),On Demand,Ben Alldis,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2025-01-21 21:00 (PDT),,,,,,,29,,,
2025-01-24 07:49 (-08),On Demand,Katie Wang,20,Strength,Upper Body,20 min Upper Body Strength,2025-01-17 06:25 (-08),,,,,,,114,,,
2025-01-25 13:05 (-08),On Demand,,15,Cycling,Scenic Ride,15 min Cetina River Ride,,79,87,35%,84,15.35,3.83,104,107.00,,
2025-01-25 13:21 (-08),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-23 21:00 (-08),,,,,,,14,,,
2025-01-26 10:07 (-08),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min Warm Up Ride,2024-09-16 20:00 (-08),68,113,37%,89,16.77,2.80,84,118.00,,
2025-01-26 10:19 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-01-25 04:55 (-08),190,105,43%,61,14.27,7.13,348,138.00,,
2025-01-26 10:50 (-08),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2025-01-23 21:00 (-08),19,63,37%,65,13.29,1.11,46,123.00,,
2025-01-26 19:57 (PDT),On Demand,Selena Samuela,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2025-01-14 21:00 (PDT),,,,,,,14,,,
2025-01-27 06:29 (-08),On Demand,Tunde Oyeneyin,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2025-01-25 06:56 (-08),,,,,,,114,,,
2025-01-27 20:25 (-08),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Full Body,2024-03-20 06:00 (-08),,,,,,,28,,,
2025-01-28 06:35 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2025-01-27 21:00 (-08),26,86,32%,92,14.97,1.25,39,113.00,,
2025-01-28 06:41 (-08),On Demand,Olivia Amato,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2025-01-19 21:00 (-08),55,91,35%,84,15.44,2.57,89,120.00,,
2025-01-29 06:04 (-08),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Chest & Back Strength,2024-12-20 04:54 (-08),,,,,,,57,,,
2025-01-30 17:54 (-08),On Demand,Sam Yo,20,Cycling,Theme,20 min Lunar New Year Ride,2025-01-28 21:00 (-08),144,118,42%,79,17.02,5.80,176,118.00,,
2025-01-31 06:24 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-01-19 03:55 (-08),,,,,,,56,,,
2025-01-31 16:11 (-08),On Demand,Hannah Frankson,15,Cycling,Music,15 min House Ride,2025-01-28 05:24 (-08),124,138,46%,77,18.09,4.52,166,,,
2025-01-31 16:29 (-08),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-28 21:00 (-08),,,,,,,14,,,
2025-02-01 07:26 (-08),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 20:40 (-08),,,,,,,57,,,
2025-02-01 14:06 (-08),On Demand,Matty Maggiacomo,30,Strength,Upper Body,30 min Upper Body Strength,2025-01-28 14:26 (-08),,,,,,,171,,,
2025-02-03 06:10 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-02 21:00 (-08),24,82,32%,94,14.83,1.23,33,,,
2025-02-03 06:16 (-08),On Demand,Emma Lovewell,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2025-01-26 21:00 (-08),51,84,37%,79,15.04,2.51,68,,,
2025-02-03 17:05 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-02-03 03:24 (-08),,,,,,,57,,,
2025-02-04 15:47 (-08),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2025-02-03 21:00 (-08),33,112,38%,89,16.74,1.39,45,,,
2025-02-04 15:53 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-01-17 03:24 (-08),196,109,40%,77,16.40,8.20,262,,,
2025-02-05 16:13 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Chest & Back Strength,2025-01-12 03:55 (-08),,,,,,,57,,,
2025-02-06 17:02 (-08),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2025-01-25 21:00 (-08),,,,,,,114,,,
2025-02-07 17:13 (-08),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 20:00 (-08),31,104,34%,95,16.42,1.37,33,105.00,,
2025-02-07 17:19 (-08),On Demand,Ally Love,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-01-20 04:53 (-08),214,119,42%,70,15.83,7.91,329,134.00,,
2025-02-08 20:29 (-08),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Chest & Back,2025-01-08 21:00 (-08),,,,,,,28,,,
2025-02-08 20:40 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Quads & Hamstrings,2025-02-05 21:00 (-08),,,,,,,28,,,
2025-02-09 07:31 (-08),On Demand,Ben Alldis,30,Strength,Full Body,30 min Top 50 Music Full Body: #40-31,2024-12-26 21:00 (-08),,,,,,,171,,,
2025-02-15 16:49 (-08),On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,2025-02-09 03:55 (-08),,,,,,,114,,,
2025-02-16 10:18 (-08),On Demand,Ben Alldis,5,Strength,Warm Up,5 min Get to Know Me Strength Warm Up,2025-02-09 21:00 (-08),,,,,,,28,,,
2025-02-16 10:23 (-08),On Demand,Jess King,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-07-15 20:00 (-08),,,,,,,14,,,
2025-02-17 20:23 (PDT),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-02-16 21:00 (PDT),,,,,,,29,,,
2025-02-19 21:21 (PDT),On Demand,Kirra Michel,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2025-02-18 21:00 (PDT),,,,,,,14,,,
2025-02-20 07:42 (-08),On Demand,Tunde Oyeneyin,10,Cycling,Warm Up,10 min Warm Up Ride,2025-02-17 21:00 (-08),55,92,35%,87,15.52,2.59,62,103.00,,
2025-02-20 07:54 (-08),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-18 21:00 (-08),,,,,,,14,,,
2025-02-21 05:44 (-08),On Demand,Logan Aldridge,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-02-16 21:00 (-08),,,,,,,57,,,
2025-02-21 05:55 (-08),On Demand,Hannah Corbin,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2025-01-22 21:00 (-08),,,,,,,14,,,
2025-02-21 20:19 (-08),On Demand,Hannah Corbin,15,Stretching,Foam Rolling,15 min Foam Rolling: Full Body,2024-10-16 20:00 (-08),,,,,,,43,,,
2025-02-23 09:13 (-08),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2025-02-03 21:00 (-08),35,117,38%,90,17.20,1.44,38,110.00,,
2025-02-23 09:20 (-08),On Demand,Kendall Toole,30,Cycling,Music,30 min 2000s Hip Hop Ride,2024-06-26 16:56 (-08),235,130,42%,82,17.79,8.90,327,132.00,,
2025-02-23 09:52 (-08),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-13 21:00 (-08),,,,,,,14,,,
2025-02-23 19:33 (-08),On Demand,Joslyn Thompson Rule,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2025-02-11 21:00 (-08),,,,,,,14,,,
2025-02-24 06:46 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2024-11-16 21:00 (-08),,,,,,,57,,,
2025-02-25 06:44 (-08),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-16 21:00 (-08),22,75,31%,94,14.24,1.19,30,101.00,,
2025-02-25 06:50 (-08),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-01-21 04:54 (-08),232,129,46%,65,15.77,7.89,354,139.00,,
2025-02-25 20:44 (-08),On Demand,Adrian Williams,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2025-01-28 21:00 (-08),,,,,,,28,,,
2025-02-26 16:27 (-08),On Demand,Katie Wang,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-02-14 07:09 (-08),,,,,,,57,,,
2025-02-26 21:03 (-08),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-02-23 21:00 (-08),,,,,,,28,,,
2025-02-27 06:31 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-12-02 21:00 (-08),23,78,31%,95,14.55,1.21,33,105.00,,
2025-02-27 06:37 (-08),On Demand,Ben Alldis,15,Cycling,Climb,15 min Climb Ride,2025-02-25 05:25 (-08),137,152,48%,75,18.70,4.68,172,137.00,,
2025-02-27 06:54 (-08),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-04 21:00 (-08),,,,,,,14,,,
2025-02-27 19:33 (-08),On Demand,Adrian Williams,10,Strength,Upper Body,10 min Chest & Back Strength,2025-02-26 21:00 (-08),,,,,,,57,,,
2025-02-28 09:55 (PDT),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-02-26 21:00 (PDT),,,,,,,14,,,
2025-03-02 08:03 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2025-01-27 21:00 (-08),26,86,32%,93,14.96,1.25,38,112.00,,
2025-03-02 08:09 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-02-22 06:55 (-08),237,131,45%,67,16.23,8.12,345,137.00,,
2025-03-02 08:39 (-08),On Demand,Alex Toussaint,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-27 21:00 (-08),23,76,36%,75,14.27,1.19,50,127.00,,
2025-03-02 08:45 (-08),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-27 21:00 (-08),,,,,,,14,,,
2025-03-02 20:33 (-08),On Demand,Rebecca Kennedy,10,Strength,Kettlebells,10 min Kettlebell Basics,2025-02-25 07:00 (-08),,,,,,,57,,,
2025-03-03 07:34 (-08),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Upper Body Strength,2025-02-28 08:54 (-08),,,,,,,171,,,
2025-03-04 07:05 (-08),On Demand,Jess King,10,Cycling,Warm Up,10 min Warm Up Ride,2025-03-03 21:00 (-08),51,86,32%,94,14.96,2.49,81,114.00,,
2025-03-04 07:15 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2025-03-01 06:54 (-08),243,135,46%,70,17.48,8.74,357,139.00,,
2025-03-04 20:08 (PDT),On Demand,Adrian Williams,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2025-02-25 21:00 (PDT),,,,,,,14,,,
2025-03-05 06:35 (PDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-03-02 21:00 (PDT),,,,,,,29,,,
2025-03-08 10:04 (-08),On Demand,Jenn Sherman,10,Cycling,Warm Up,10 min Warm Up Ride,2024-10-14 20:00 (-08),53,88,34%,87,15.22,2.54,58,100.00,,
